SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500730,NOCIL LTD   ,A ,Q,122.90,124.65,121.50,122.10,122.10,123.25,901,69447,8563545.00,
500770,TATA CHEM.  ,A ,Q,627.90,634.00,625.45,631.50,631.50,626.55,550,20645,13006128.00,
500777,T.P.L.      ,B ,Q,35.85,36.05,35.20,35.50,35.70,36.05,53,3264,116015.00,
500780,ZUARIGLOB   ,B ,Q,95.05,98.00,94.90,95.35,95.30,97.10,27,1059,101969.00,
500790,NESTLE (I)  ,A ,Q,11670.00,11671.00,11572.75,11608.95,11620.00,11713.75,608,5882,68308405.00,
500800,TATAGLOBAL  ,A ,Q,256.90,256.90,251.25,253.80,253.80,254.65,698,82452,20885195.00,
500820,ASIAN PAINTS,A ,Q,1438.70,1438.70,1421.10,1427.15,1427.15,1425.55,2942,40965,58569806.00,XD
500825,BRITANIA IND,A ,Q,2994.00,2994.00,2955.05,2985.95,2980.20,2993.30,998,24637,73426774.00,
500830,COLGATE PALM,A ,Q,1170.30,1182.95,1169.55,1177.00,1180.90,1172.80,733,45054,53111337.00,
500840,EIH LTD.    ,A ,Q,168.05,171.00,163.65,169.45,167.75,168.75,189,3854,645479.00,
500850,INDIAN HOTEL,A ,Q,150.80,150.80,146.50,147.75,147.75,150.00,613,41208,6084924.00,
500870,CASTROL     ,A ,Q,145.10,146.10,142.75,143.95,143.95,145.35,860,51020,7357406.00,
500875,ITC LTD.    ,A ,Q,279.90,281.25,278.55,279.85,279.85,280.00,2678,551687,154393497.00,
500877,APOLLO TYRES,A ,Q,190.60,191.65,185.70,187.60,187.50,192.05,1464,209056,39232245.00,
500878,CEAT LIMITED,A ,Q,955.55,955.55,921.45,934.05,934.05,958.00,1741,51829,48309043.00,
500940,FINOLEX IND.,A ,Q,504.05,510.00,500.05,506.30,505.70,506.05,223,2783,1406295.00,
501148,DALAL ST INV,XT,Q,284.85,284.85,284.85,284.85,284.85,279.30,5,52,14812.00,
501150,CENTRUM CAP ,A ,Q,28.65,28.65,27.30,28.05,27.85,28.40,50,64604,1791883.00,
501242,TCI FINANCE ,B ,Q,13.65,14.00,13.65,14.00,14.00,13.80,8,230,3160.00,
501295,INDUS.INV.TR,B ,Q,75.00,75.00,70.00,70.00,70.00,72.50,2,28,1965.00,
501298,INDUS.&PRUD.,X ,Q,950.00,950.00,950.00,950.00,950.00,985.00,4,14,13300.00,
501301,TATA INVEST.,A ,Q,875.60,880.00,875.00,877.65,878.00,878.05,36,544,478148.00,
501314,GROMOTRADE  ,X ,Q,447.60,447.90,447.45,447.70,447.70,447.20,138,2025,906463.00,
501343,MOTOR&GEN.FI,B ,Q,38.00,38.00,38.00,38.00,38.00,39.00,1,100,3800.00,
501370,WALCHAND PF ,X ,Q,80.55,83.95,77.25,79.75,77.25,80.50,8,382,30928.00,
501391,W.H.BRADY   ,X ,Q,116.85,116.85,116.85,116.85,116.85,123.00,2,16,1869.00,
501423,SHA ENG PLA ,X ,Q,563.05,593.40,557.00,572.05,567.95,568.10,182,3023,1715962.00,
501425,BOM.BURMAH  ,A ,Q,1134.50,1137.00,1113.50,1117.50,1117.50,1136.40,375,3818,4272843.00,
501430,BOM.CYCLE   ,X ,Q,2107.95,2107.95,1910.00,1913.25,1910.00,2007.60,25,77,151513.00,
501455,GREAVES COTT,A ,Q,148.95,150.15,147.00,147.95,147.95,149.65,330,7975,1183382.00,
501700,INDIA NIVEH ,X ,Q,65.60,65.70,65.50,65.60,65.65,65.70,39,7127,467396.00,
501831,COAST CORP  ,X ,Q,310.00,310.00,293.00,297.00,297.00,309.30,116,15950,4802036.00,
501833,CHOWGULE ST ,XT,Q,5.95,6.00,5.95,5.95,5.95,5.81,83,40170,239216.00,
501848,GLOBAL OFFS ,B ,Q,9.15,9.15,9.15,9.15,9.15,9.32,2,4,36.00,
502015,ASIIL       ,X ,Q,15.10,15.15,15.00,15.05,15.05,15.05,23,7187,108037.00,
502137,DECAN CEMENT,B ,Q,399.00,399.00,399.00,399.00,399.00,397.85,1,34,13566.00,
502157,MANGALAM CEM,B ,Q,257.95,257.95,250.00,250.00,250.00,257.80,4,50,12659.00,
502168,N C L IND.  ,B ,Q,137.50,139.60,137.00,138.15,137.45,139.40,114,4065,560341.00,
502175,SAURAS.CEM. ,X ,Q,42.50,44.00,42.50,43.90,43.90,42.85,30,3377,145862.00,
502180,SRI DIGV CEM,X ,Q,15.00,15.15,14.75,14.80,14.80,15.05,163,76553,1144110.00,
502219,BOROSIL GLAS,B ,Q,187.35,188.75,184.00,186.35,185.05,187.35,523,17965,3350716.00,
502281,TRIVENI GLAS,XT,Q,9.00,9.40,8.93,9.40,9.40,9.40,6,2561,22884.00,
502330,IPAPPM      ,B ,Q,422.30,423.15,421.50,421.80,421.55,424.90,22,504,212830.00,
502355,BALKRISH IND,A ,Q,803.85,803.85,776.85,779.70,780.25,797.30,921,30988,24251775.00,
502420,ORIENT PAPER,B ,Q,30.75,30.80,29.50,30.25,30.25,30.80,177,19547,590352.00,
502445,CITADEL     ,X ,Q,14.02,16.00,14.01,15.78,16.00,14.94,22,2980,45978.00,
502448,ROLLATAINER ,T ,Q,2.18,2.18,2.14,2.18,2.18,2.25,5,110,235.00,
502450,SESHA.PAPER ,B ,Q,970.00,982.70,970.00,982.70,982.70,972.80,2,29,28257.00,
502587,RAMA PULP   ,X ,Q,62.20,65.75,62.15,64.55,65.75,64.30,51,5333,342106.00,
502589,VAPI PAPER  ,XT,Q,16.95,16.95,16.95,16.95,16.95,16.65,1,100,1695.00,
502742,SINTEX IND. ,B ,Q,4.26,4.27,4.26,4.26,4.26,4.73,431,376377,1603376.00,
502820,DCM LTD.    ,T ,Q,34.95,34.95,32.00,34.40,34.40,33.30,66,12526,404128.00,
502865,FORBES & CO ,B ,Q,1888.85,1937.95,1888.00,1900.45,1900.45,1902.75,121,555,1055019.00,
502873,H.P.COTTON  ,X ,Q,31.70,31.70,31.00,31.00,31.00,31.05,2,20,627.00,
502933,KATARE SPG. ,XT,Q,13.10,13.10,13.10,13.10,13.10,12.54,1,300,3930.00,
502937,KESORAM IND ,B ,Q,69.05,69.05,65.50,65.75,65.75,69.05,300,29697,1972792.00,
502958,LAKSHMI MILL,X ,Q,2300.00,2400.00,2300.00,2350.00,2350.00,2325.00,16,89,208294.00,
502986,VARDH TEXT  ,A ,Q,1087.45,1102.00,1080.15,1083.85,1082.10,1095.15,128,661,720201.00,
503015,MODERN INDIA,XT,Q,72.00,72.00,72.00,72.00,72.00,71.50,4,871,62712.00,
503031,PENLAND LTD ,B ,Q,6.41,6.99,6.25,6.37,6.38,6.71,127,65842,419960.00,
503100,PHOENIX MILL,A ,Q,637.20,645.00,635.45,641.95,641.00,645.00,69,450,288758.00,
503101,MARATHON NEX,B ,Q,102.00,102.00,100.00,100.00,100.00,99.55,3,134,13420.00,
503162,REL.CHEMOTX ,X ,Q,76.00,76.00,73.50,74.50,74.25,75.80,28,1164,86352.00,
503229,SIMPLEX REAL,X ,Q,57.00,57.00,57.00,57.00,57.00,59.70,1,10,570.00,
503310,SWAN ENG    ,A ,Q,105.00,105.65,103.60,104.65,104.65,105.65,310,129614,13559521.00,
503349,VICTORIA MIL,X ,Q,2270.00,2270.00,2270.00,2270.00,2270.00,2340.00,2,11,24970.00,
503657,VEER ENERGY ,X ,Q,8.32,8.32,6.90,8.07,8.07,8.10,86,47614,377032.00,
503722,BANSW.SYNTEX,B ,Q,70.40,71.15,69.00,70.60,71.15,72.70,12,584,41015.00,
503804,SHRI DINESH ,X ,Q,116.05,120.00,116.05,116.50,116.50,119.05,7,425,49890.00,
503806,SRF LIMITED ,A ,Q,2890.00,2929.35,2862.90,2923.35,2923.35,2889.30,794,9504,27623298.00,
503811,SIYARAM SILK,B ,Q,325.15,326.00,320.20,322.10,323.00,326.90,33,846,274029.00,
503960,BHARAT BIJLE,B ,Q,1130.00,1133.05,1115.10,1123.45,1125.00,1128.40,39,217,243878.00,
504000,ELPRO INTER ,X ,Q,48.45,48.45,46.85,47.80,47.80,48.40,5,460,21890.00,
504008,EMCO LTD.   ,T ,Q,1.66,1.66,1.63,1.65,1.65,1.71,20,14153,23308.00,
504028,GEE LTD     ,X ,Q,27.60,28.40,26.90,27.10,27.00,27.85,24,448,12158.00,
504036,HIND.RECT   ,B ,Q,131.40,133.00,129.95,130.30,130.25,132.80,38,2176,284794.00,
504058,NIPPOBATRY  ,B ,Q,467.50,467.50,458.50,464.50,465.00,474.45,26,240,110640.00,
504067,ZENSAR TECH.,A ,Q,257.00,257.00,254.10,255.70,255.00,255.85,189,2769,708371.00,
504076,JYOTI LTD.  ,XT,Q,8.55,9.35,8.55,9.00,9.00,9.00,3,511,4374.00,
504084,KAYCEE IND  ,X ,Q,3501.00,3501.00,3300.00,3300.00,3300.00,3399.95,10,79,261506.00,
504092,INDOKEM LTD.,X ,Q,8.10,8.50,7.71,8.45,8.45,8.50,10,1470,11881.00,
504093,PANA ENERG  ,X ,Q,169.90,169.90,165.50,166.45,166.00,168.95,36,1929,320414.00,
504112,NELCO LTD.  ,B ,Q,287.85,302.50,286.00,300.50,300.50,286.45,809,24439,7256677.00,
504132,PERM MAGNETS,X ,Q,172.00,194.95,172.00,189.75,193.00,175.70,145,5799,1071435.00,
504176,HIGH ENERGY ,X ,Q,168.00,194.95,168.00,191.30,183.00,188.00,17,396,74651.00,
504180,STD.BATTERY ,X ,Q,3.92,3.92,3.92,3.92,3.92,3.74,3,900,3528.00,
504212,UNIV.CABLE  ,B ,Q,211.00,212.05,209.00,210.55,210.00,210.35,52,3684,773467.00,
504220,W.S.INDUSTR.,T ,Q,0.85,0.85,0.85,0.85,0.85,0.85,1,250,212.00,
504240,DELTON CABLE,XT,Q,21.80,21.80,20.00,21.40,21.40,20.95,5,175,3653.00,
504258,LAKSHMI ELEC,X ,Q,477.00,477.00,465.05,465.90,465.05,472.60,65,1785,837224.00,
504286,DELTA MAG   ,B ,Q,58.00,58.00,58.00,58.00,58.00,64.40,2,21,1218.00,
504335,PAZEL       ,XT,Q,1.30,1.30,1.26,1.30,1.26,1.29,93,871000,1131700.00,
504341,RELTD       ,X ,Q,33.00,37.40,33.00,36.05,36.05,35.90,15,2739,95620.00,
504351,EMPOWER     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19.00,
504378,NYSSACORP   ,X ,Q,1.36,1.36,1.34,1.36,1.36,1.36,5,5189,6957.00,
504392,KRISHNA VEN ,XT,Q,6.63,6.63,6.63,6.63,6.63,6.32,1,200,1326.00,
504605,UNI ABEX    ,X ,Q,480.75,482.10,480.70,482.10,482.10,506.00,7,55,26447.00,
504614,SARDA ENMIN ,B ,Q,259.90,259.90,243.70,247.40,247.05,248.05,124,2306,571154.00,
504646,BHAGWATI AUT,X ,Q,126.10,130.00,126.10,126.10,126.10,126.05,4,305,38480.00,
504697,GALADA TELE.,X ,Q,2.52,2.52,2.52,2.52,2.52,2.52,1,100,252.00,
504741,IND.HUME PIP,B ,Q,282.50,282.50,274.00,274.15,274.05,282.10,38,1642,455048.00,
504746,IND.LINKCHAI,P ,Q,636.15,636.15,636.10,636.10,636.10,605.90,2,25,15902.00,
504786,INVEST &PREC,X ,Q,228.00,228.00,224.00,224.10,224.00,228.05,9,113,25327.00,
504879,ORIENT ABRAS,B ,Q,23.00,23.00,20.90,21.00,21.00,21.05,18,1400,29464.00,
504908,DUNCANENG   ,X ,Q,108.00,108.00,108.00,108.00,108.00,102.95,1,3,324.00,
504918,SANDUR MANG.,X ,Q,800.00,804.80,790.00,793.20,790.00,795.15,92,3132,2500125.00,
504959,STOVAC IND. ,X ,Q,2200.00,2200.05,2175.00,2200.00,2200.00,2200.00,13,81,178125.00,
504961,TATA YODOGAW,XT,Q,37.70,38.90,36.55,38.00,38.00,38.20,19,1794,67591.00,
504966,TINPLATE    ,B ,Q,137.05,138.30,135.00,136.70,136.70,138.35,643,44524,6076323.00,
504973,CHOLAHLDNG  ,A ,Q,490.00,498.40,488.75,495.20,492.00,493.50,12,87,42708.00,
505010,AUTO AXLES  ,B ,Q,1065.50,1092.00,1061.80,1076.95,1084.00,1070.95,77,355,380789.00,
505029,ATLAS CYCLES,T ,Q,42.00,42.00,40.55,40.55,40.55,42.65,42,4136,168035.00,
505036,AUTO COR.GOA,X ,Q,532.20,534.75,528.00,532.75,534.00,535.75,31,379,201867.00,
505075,SETCO AUTO  ,B ,Q,21.20,22.60,20.80,21.90,22.00,21.90,503,55103,1189397.00,
505141,SCOOTERS IND,T ,Q,26.85,27.90,26.85,27.90,27.90,28.20,9,1305,35746.00,
505160,TALBROS AUTO,B ,Q,175.00,178.00,175.00,175.30,178.00,171.10,11,279,48883.00,
505163,ZF STEERING ,X ,Q,489.00,495.00,485.00,492.30,495.00,489.35,22,420,205529.00,
505192,SMLISUZU    ,B ,Q,800.95,805.00,794.00,796.60,798.60,806.50,88,816,651888.00,
505196,TIL LTD.    ,B ,Q,256.00,258.00,256.00,257.15,258.00,260.00,15,29,7457.00,
505200,EICHER MOTOR,A ,Q,20118.80,20177.00,19913.00,20123.00,20177.00,20067.00,629,4522,90581245.00,
505216,ALFRED HERB ,X ,Q,585.00,600.00,585.00,592.50,600.00,589.25,7,77,45060.00,
505230,CIMMCO      ,B ,Q,28.70,29.50,26.10,29.50,29.50,29.35,13,802,23254.00,
505232,VELJAN      ,X ,Q,798.00,798.00,775.00,775.00,775.00,792.75,2,6,4673.00,
505242,DYNAMAT.TECH,B ,Q,1435.00,1450.00,1429.20,1437.35,1431.00,1410.90,4,35,50271.00,
505250,G.G.DANDEKAR,X ,Q,52.00,54.10,51.50,53.90,53.90,51.80,13,555,29159.00,
505255,GMM PFAUDLER,B ,Q,1460.00,1460.00,1443.70,1459.70,1458.95,1463.95,31,275,399529.00,
505283,KIRLOSAR PN ,B ,Q,185.05,195.00,184.35,191.15,195.00,185.10,55,9130,1689958.00,
505299,KULK-POWER  ,X ,Q,63.85,64.80,62.00,64.00,64.00,63.85,12,1498,93335.00,
505302,LAXMI AUTOLM,X ,Q,30.50,30.50,30.50,30.50,30.50,29.10,1,60,1830.00,
505324,MANUGRAPH IN,B ,Q,19.10,22.20,19.10,21.45,21.15,18.85,282,31071,657778.00,
505343,MONOTYPE IND,XT,Q,0.20,0.20,0.19,0.19,0.19,0.19,7,2005,380.00,
505355,NESCO LTD   ,B ,Q,562.25,569.80,544.65,553.65,555.00,567.15,283,3971,2223552.00,
505358,INTEGRA ENG ,X ,Q,48.00,48.00,45.90,46.85,46.85,48.05,104,19922,927206.00,
505368,REVATHI EQU.,B ,Q,421.20,421.20,421.20,421.20,421.20,434.30,1,6,2527.00,
505400,TEXINFRA    ,B ,Q,51.00,51.20,50.55,51.20,51.20,51.65,57,2530,129049.00,
505509,RESPON IND  ,B ,Q,91.65,91.95,90.00,90.45,91.00,91.25,166,42361,3848826.00,
505526,DOLAT INV.  ,X ,Q,42.25,44.00,42.15,43.15,43.50,42.75,131,32025,1379638.00,
505533,WESTLIFE DEV,A ,Q,320.00,324.70,315.70,322.05,322.00,321.45,1344,43102,13835818.00,
505537,ZEE ENTER   ,A ,Q,340.65,354.25,337.40,352.35,352.35,342.45,5089,525167,183032074.00,
505576,GOLDCORP    ,X ,Q,89.00,89.00,89.00,89.00,89.00,89.00,3,500,44500.00,
505590,SVPGLOB     ,X ,Q,391.95,391.95,385.05,386.55,385.10,389.45,6,1033,402045.00,
505681,BIMETAL BEAR,X ,Q,446.00,447.00,436.00,436.10,436.00,443.60,5,100,44417.00,
505688,BHARAT GEARS,B ,Q,106.25,107.45,105.45,106.70,107.05,108.35,67,1085,115205.00,
505690,BRADY MORRIS,X ,Q,41.60,41.60,41.60,41.60,41.60,43.75,6,397,16515.00,
505700,ELECON ENG  ,B ,Q,49.50,49.50,48.50,49.20,49.30,49.15,51,5273,257384.00,
505710,GRAUER& WEIL,B ,Q,53.40,53.95,53.10,53.45,53.55,53.75,174,33304,1779830.00,
505712,HIMTEK      ,X ,Q,69.40,70.20,69.35,70.05,69.50,72.00,9,782,54600.00,
505714,GABRIEL(I)  ,B ,Q,119.75,123.90,117.80,122.05,122.05,118.55,197,6338,762329.00,
505720,HERC.HOISTS ,B ,Q,106.55,106.55,103.00,103.60,104.35,105.15,40,1723,179038.00,
505725,HIND.EVEREST,X ,Q,62.50,62.50,60.00,60.00,60.00,62.95,2,3,182.00,
505726,IFB IND.LTD.,B ,Q,809.70,814.05,799.00,812.20,813.90,811.70,59,323,260216.00,
505729,SINGER INDIA,X ,Q,38.50,40.00,38.05,38.95,39.00,38.75,46,26126,1035257.00,
505737,INTER.COMBUS,X ,Q,267.50,273.40,263.00,271.65,270.00,271.50,46,2198,593332.00,
505744,FED MOG GOE ,B ,Q,536.95,552.55,535.25,537.40,536.00,541.15,33,106,57655.00,
505750,JOSTS ENG.  ,X ,Q,625.00,631.00,625.00,630.00,630.00,635.10,6,146,91750.00,
505790,SCHAEFFLER  ,A ,Q,4976.00,5007.60,4925.45,4973.20,4988.10,5002.70,51,145,719722.00,
505800,RANE HOLDIN ,B ,Q,1180.00,1190.00,1180.00,1190.00,1190.00,1185.00,3,1510,1793802.00,
505827,SNL BEARINGS,X ,Q,272.00,283.90,265.00,283.45,283.45,287.70,8,163,44244.00,
505840,JAIPAN INDUS,X ,Q,10.30,10.30,9.85,9.85,9.85,10.35,47,36678,361339.00,
505850,MANCREDIT   ,X ,Q,56.00,56.95,55.00,55.80,55.90,55.30,24,928,51486.00,
505854,TRF LTD.    ,B ,Q,128.00,130.50,122.70,124.45,124.45,122.15,668,31214,3969137.00,
505872,WPIL LTD.   ,X ,Q,898.95,899.80,871.05,885.70,885.70,883.95,141,2614,2299354.00,
505890,KENNAMETAL  ,B ,Q,1158.00,1158.00,1120.50,1129.10,1130.00,1148.60,109,767,868488.00,
505893,HINDHARD    ,X ,Q,90.35,90.35,90.30,90.30,90.30,95.00,2,50,4515.00,
505978,TRITON VALVE,X ,Q,1000.00,1010.00,991.50,1000.00,1000.00,997.00,11,78,77889.00,
506022,PRAKASH IND.,B ,Q,66.20,67.30,65.40,67.00,66.60,66.45,200,24482,1620747.00,
506074,ARSHIYA     ,B ,Q,24.85,24.85,24.15,24.85,24.85,24.85,13,1506,37252.00,
506076,GRIND NORTON,A ,Q,583.60,586.10,581.00,585.80,586.00,588.20,27,164,95788.00,
506105,STANROSE MAF,X ,Q,99.85,99.85,99.50,99.50,99.50,94.70,2,4,398.00,
506109,GENESYS INT.,B ,Q,90.25,95.00,90.20,95.00,95.00,93.15,4,17,1557.00,
506128,PARNAXLAB   ,X ,Q,26.20,30.35,26.20,29.55,29.55,29.65,17,13155,381368.00,
506142,VYAPAR INDS ,X ,Q,28.05,29.00,28.05,28.15,29.00,29.50,3,135,3796.00,
506146,VISAGAR POL ,B ,Q,0.43,0.43,0.40,0.42,0.43,0.43,23,73576,30291.00,
506184,KANANI IND  ,B ,Q,5.00,5.00,4.98,4.98,4.98,5.33,2,60,299.00,
506186,GCKL        ,XT,Q,24.00,25.35,23.10,25.35,25.35,24.15,4,1600,38760.00,
506194,ARIH SUPER  ,T ,Q,63.45,63.50,62.25,63.25,62.95,63.45,63,7313,461166.00,
506197,BLISSGVS PH ,B ,Q,162.10,165.20,161.10,163.25,163.25,162.35,776,139164,22667329.00,
506235,ALEMBIC LTD.,B ,Q,42.10,42.20,41.60,42.05,41.60,42.30,83,5228,219272.00,
506248,AMINES&PLAST,X ,Q,35.60,35.60,34.70,35.00,35.00,35.55,32,2931,102524.00,
506260,ANUH PHARMA ,X ,Q,131.15,134.00,131.15,132.55,132.20,132.85,17,839,111312.00,
506261,MODISON MET.,X ,Q,44.50,44.80,42.75,43.10,43.75,44.80,23,1611,70467.00,
506285,BAYER CROP  ,A ,Q,3605.00,3644.00,3576.35,3609.50,3595.20,3610.90,91,312,1121300.00,
506365,CHEMO PHARMA,XT,Q,7.82,7.82,7.82,7.82,7.82,7.82,3,162,1266.00,
506390,CLARI CHEM  ,B ,Q,301.00,306.25,301.00,303.85,303.85,302.20,99,2909,886216.00,
506395,COROM INTER ,A ,Q,423.00,426.65,413.05,424.90,425.30,423.55,228,3396,1426170.00,
506401,DEEPAK NITR.,A ,Q,280.15,283.95,275.70,281.45,280.50,281.75,712,25876,7251198.00,
506405,DHARAMSI CHM,X ,Q,147.50,149.00,145.60,146.00,146.00,147.55,72,5074,743846.00,
506414,DIL LTD     ,X ,Q,900.10,913.45,900.00,900.95,900.00,901.55,55,845,762000.00,
506480,GOCLCORP    ,B ,Q,275.00,275.00,258.60,269.60,269.60,270.25,143,2028,539346.00,
506520,JAYSHRI CHEM,X ,Q,6.55,6.90,6.50,6.56,6.89,6.55,24,12223,80313.00,
506522,JL MORISON  ,X ,Q,1440.00,1440.00,1400.00,1400.00,1400.00,1400.00,3,25,35800.00,
506525,KANORIA CHEM,B ,Q,59.70,62.35,59.50,60.45,60.65,59.30,80,3014,181526.00,
506528,KELTECH EN. ,X ,Q,723.10,749.00,720.00,722.55,734.00,723.10,30,1261,928323.00,
506532,NITTA GELA  ,X ,Q,112.85,116.85,109.30,114.10,115.00,112.85,27,1655,187823.00,
506579,ORIENT.CARB.,B ,Q,1152.00,1159.00,1152.00,1159.00,1159.00,1159.05,5,16,18517.00,
506590,PHIL.CARBON ,A ,Q,133.55,134.10,130.30,131.60,131.60,134.45,716,65939,8681587.00,
506597,AMAL PRODUCT,X ,Q,120.05,123.70,118.00,120.10,121.50,120.05,59,4318,517831.00,
506605,POLYCHEM    ,X ,Q,292.10,292.10,292.10,292.10,292.10,306.10,1,2,584.00,
506618,PUN.CHEM    ,B ,Q,648.00,648.00,648.00,648.00,648.00,650.05,1,1,648.00,
506642,SADHANA NITR,X ,Q,158.85,158.85,158.85,158.85,158.85,167.20,96,6226,989000.00,
506655,SUDARSH.CHEM,A ,Q,329.35,330.00,324.25,327.65,330.00,324.55,119,4118,1348493.00,
506685,ULTRAMARINE ,X ,Q,196.00,197.20,192.00,193.15,193.15,197.55,173,7942,1539003.00,
506687,TRANSPEK    ,X ,Q,1510.00,1518.00,1476.15,1509.75,1507.00,1503.90,88,29372,44062470.00,
506690,UNICHEM LAB ,B ,Q,175.25,175.25,173.05,174.25,173.05,175.05,67,3148,548484.00,
506734,MYS PETRO   ,X ,Q,60.25,64.75,60.25,62.00,62.00,64.95,9,389,24093.00,
506767,ALKYL AMINES,B ,Q,820.00,820.00,807.00,807.00,807.00,821.30,8,20058,16446962.00,
506808,TUTICORIN.  ,XT,Q,3.11,3.31,3.01,3.31,3.31,3.16,19,8900,27641.00,
506820,ASTRAZEN.PH.,A ,Q,1875.35,1898.90,1867.90,1891.25,1890.00,1874.30,72,368,693728.00,
506852,PUN.ALKALI  ,X ,Q,82.05,83.00,79.00,80.30,80.30,82.05,136,21703,1753399.00,
506854,TANFAC IND. ,X ,Q,169.00,173.35,163.00,163.85,164.35,170.95,174,10446,1757493.00,
506858,GUJ.PETRO   ,XT,Q,18.85,18.85,18.85,18.85,18.85,19.80,2,73,1376.00,
506863,SWADESHI IND,XT,Q,0.76,0.76,0.76,0.76,0.76,0.76,4,132,100.00,
506879,GUJ.THEMIS. ,XT,Q,38.05,38.10,37.50,38.00,38.00,38.45,5,303,11520.00,
506906,SCBL        ,XT,Q,5.24,5.24,4.90,4.95,4.90,5.00,14,332,1661.00,
506910,JAYSN DYEST ,X ,Q,53.55,53.55,53.50,53.50,53.50,55.25,2,5,267.00,
506919,MAKERS LAB. ,X ,Q,43.85,44.10,43.85,44.10,44.05,44.95,7,163,7182.00,
506943,J.B.CHEMICAL,B ,Q,372.25,373.55,369.00,372.00,369.00,371.95,115,2499,928105.00,
506981,BL.CHIP TEX ,X ,Q,99.95,99.95,87.20,94.85,95.00,87.20,8,52,4894.00,
507155,JAGATJIT IND,XT,Q,36.10,39.70,36.05,36.05,36.05,37.90,24,4552,164300.00,
507180,KESAR ENT.  ,B ,Q,55.00,60.30,54.00,60.15,60.30,54.85,464,42577,2534181.00,
507205,TILAKNAG IND,B ,Q,16.00,16.00,15.75,15.75,15.75,16.00,38,28599,453120.00,
507300,RAVALGAON   ,XT,Q,2345.00,2345.00,2345.00,2345.00,2345.00,2350.00,1,1,2345.00,
507315,SAKTHI SUGAR,T ,Q,10.15,10.15,9.85,9.86,9.86,10.06,18,1825,18100.00,
507410,WALCHANDNGR ,B ,Q,91.00,91.70,88.75,89.20,89.20,91.55,670,73009,6558010.00,
507435,KHOD.INDIA  ,XT,Q,65.50,65.50,62.70,62.70,62.70,65.90,2,99,6212.00,
507438,IFB AGRO    ,B ,Q,410.00,410.00,400.05,400.60,400.60,410.00,15,175,70532.00,
507442,DHARANI SUG ,B ,Q,10.10,10.10,10.10,10.10,10.10,10.09,1,100,1010.00,
507450,THIRU A.SUG.,Z ,Q,9.21,9.21,9.21,9.21,9.21,9.69,6,172,1584.00,
507474,KOTHARI FERM,X ,Q,67.10,70.75,67.00,68.50,70.00,67.90,17,339,22852.00,
507488,G.M.BREWERI ,B ,Q,549.00,549.00,511.60,515.65,515.65,514.50,170,2685,1385925.00,
507490,RANA SUGARS ,B ,Q,2.99,2.99,2.85,2.92,2.92,2.90,132,68910,198316.00,
507508,RIGA SUGAR  ,XT,Q,5.60,5.60,5.60,5.60,5.60,5.40,1,100,560.00,
507514,SOM DISTILL.,Z ,Q,124.00,124.00,118.70,120.10,121.90,124.90,88,7536,909274.00,
507515,CJ GELATIN  ,XT,Q,7.00,7.00,7.00,7.00,7.00,7.02,1,100,700.00,
507525,AMRIT CORP  ,X ,Q,619.90,619.90,571.10,571.10,571.10,595.00,3,35,20037.00,
507526,ASSO.ALCOHOL,X ,Q,205.00,211.85,202.00,210.05,210.90,207.20,179,12231,2547100.00,
507552,FOODS & INNS,X ,Q,55.50,57.00,53.70,56.40,56.50,55.40,331,58452,3239315.00,
507580,IVP LIMITED ,T ,Q,85.10,85.10,85.10,85.10,85.10,88.75,1,20,1702.00,
507598,KLRFM       ,X ,Q,34.20,37.90,34.00,37.50,37.90,37.85,7,116,4032.00,
507621,MILKFOOD    ,X ,Q,408.30,419.45,408.25,418.70,419.45,420.25,14,537,222615.00,
507645,POLSON LTD. ,X ,Q,9825.00,10190.00,9804.00,9900.00,9900.00,9802.10,9,10,99323.00,
507685,WIPRO LTD.  ,A ,Q,298.70,299.00,297.20,298.80,298.80,298.00,3034,304087,90663412.00,
507690,ORIENT BEVER,X ,Q,72.00,75.90,70.00,75.00,75.00,72.30,17,1058,74864.00,
507717,DHAN AGRI   ,B ,Q,378.50,384.45,375.00,380.95,380.95,382.20,41,207,78073.00,
507747,TTK HEALTHCA,B ,Q,630.00,650.00,630.00,650.00,650.00,655.00,8,29,18386.00,
507753,TGVSL       ,X ,Q,34.20,34.90,33.75,34.20,34.10,34.55,113,25044,854933.00,
507759,LIME CHEM.  ,X ,Q,33.00,33.50,27.80,29.60,29.00,30.30,22,9561,315939.00,
507779,KANPUR PLAST,X ,Q,82.90,84.40,81.00,82.95,82.95,82.85,31,1335,111150.00,
507785,TAINWALA CH.,B ,Q,63.80,63.80,58.10,58.65,58.10,60.90,9,1595,97117.00,
507789,JAGSON PHAR ,B ,Q,25.00,29.00,25.00,27.25,27.25,27.60,51,6328,171460.00,
507794,KHAITAN CHEM,X ,Q,7.75,8.14,7.63,8.00,7.75,7.81,29,8686,68361.00,
507813,NATI. OXYGEN,X ,Q,39.30,39.30,38.75,38.75,38.75,39.45,3,3,116.00,
507815,GILLETTE (I),A ,Q,7405.05,7489.80,7370.90,7449.75,7466.95,7440.15,84,118,876981.00,
